split,class,relative_path,path,hash
train,CellWall,CellWall/mkb4_001_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb4_001_Cell_Wall_2.tif,c42e2c94ceecf61a
train,CellWall,CellWall/mkb4_001_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb4_001_Cell_Wall_3.tif,f807a59c9b61a4a7
train,CellWall,CellWall/mkb4_002_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb4_002_Cell_Wall_1.tif,fc3419c962add623
train,CellWall,CellWall/mkb4_004_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb4_004_Cell_Wall_1.tif,d92cf69ab8e0461e
train,CellWall,CellWall/mkb4_006_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb4_006_Cell_Wall_1.tif,dc2c8ccc8cdb6536
train,CellWall,CellWall/mkb4_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb4_007_Cell_Wall_1.tif,b686a34ba8b724d3
train,CellWall,CellWall/mkb4_007_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb4_007_Cell_Wall_2.tif,8bc0cddbca3a1273
train,CellWall,CellWall/mkb4_007_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb4_007_Cell_Wall_3.tif,bd5e252794a452ae
train,CellWall,CellWall/mkb4_008_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb4_008_Cell_Wall_1.tif,add2b35a530e4c47
train,CellWall,CellWall/mkb4_012_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb4_012_Cell_Wall_1.tif,de0099fe8c8efc06
train,CellWall,CellWall/mkb4_012_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb4_012_Cell_Wall_2.tif,8a7a75f2c536a238
train,CellWall,CellWall/mkb5_001_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb5_001_Cell_Wall_3.tif,b0b0d8c81dedcc7c
train,CellWall,CellWall/mkb5_002_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb5_002_Cell_Wall_1.tif,943c2746ac6dad8d
train,CellWall,CellWall/mkb5_005_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb5_005_Cell_Wall_1.tif,a0dba64934a5adb3
train,CellWall,CellWall/mkb5_006_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb5_006_Cell_Wall_1.tif,f69534629e50fe41
train,CellWall,CellWall/mkb5_009_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb5_009_Cell_Wall_1.tif,f0f0f0e0c1ddc587
train,CellWall,CellWall/mkb5_014_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb5_014_Cell_Wall_1.tif,89d86637a78d892b
train,CellWall,CellWall/mkb6_003_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb6_003_Cell_Wall_1.tif,8e27a54672fa0cb6
train,CellWall,CellWall/mkb6_004_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb6_004_Cell_Wall_1.tif,a6a6b69654545d2d
train,CellWall,CellWall/mkb6_005_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb6_005_Cell_Wall_1.tif,de69652d35d3081e
train,CellWall,CellWall/mkb6_006_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb6_006_Cell_Wall_1.tif,97939691b5a2994d
train,CellWall,CellWall/mkb6_008_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb6_008_Cell_Wall_1.tif,b4c86717791ce827
train,CellWall,CellWall/mkb6_009_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb6_009_Cell_Wall_1.tif,b1ce2732c8477ad1
train,CellWall,CellWall/mkb6_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb6_010_Cell_Wall_1.tif,91c02df63bc1cec6
train,CellWall,CellWall/mkb6_014_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb6_014_Cell_Wall_1.tif,a585a1a5b7a1b5b4
train,CellWall,CellWall/mkb7_002_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_002_Cell_Wall_1.tif,87a4b124b1a4bdf6
train,CellWall,CellWall/mkb7_002_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_002_Cell_Wall_2.tif,c21fe77599e5101c
train,CellWall,CellWall/mkb7_003_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_003_Cell_Wall_1.tif,e0f2a60eecc187bc
train,CellWall,CellWall/mkb7_004_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_004_Cell_Wall_1.tif,8d53ac5b2755c952
train,CellWall,CellWall/mkb7_005_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_005_Cell_Wall_1.tif,ce4c2d1dec34d06b
train,CellWall,CellWall/mkb7_005_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_005_Cell_Wall_2.tif,9966793bbe8e02c2
train,CellWall,CellWall/mkb7_006_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_006_Cell_Wall_1.tif,bd4e0d7eb8048bc6
train,CellWall,CellWall/mkb7_006_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_006_Cell_Wall_2.tif,cb89e433c3e187e2
train,CellWall,CellWall/mkb7_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_007_Cell_Wall_1.tif,9125691da7d2eec2
train,CellWall,CellWall/mkb7_009_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_009_Cell_Wall_1.tif,b696344d68695b5a
train,CellWall,CellWall/mkb7_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_010_Cell_Wall_1.tif,cf403b92d0e4b45f
train,CellWall,CellWall/mkb7_011_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_011_Cell_Wall_1.tif,acafb5495d68a894
train,CellWall,CellWall/mkb7_012_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_012_Cell_Wall_1.tif,c919bc07c6765333
train,CellWall,CellWall/mkb7_012_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_012_Cell_Wall_2.tif,8b655293c9e6e0f8
train,CellWall,CellWall/mkb7_014_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_014_Cell_Wall_1.tif,be0061cf9a19de66
train,CellWall,CellWall/mkb7_015_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_015_Cell_Wall_1.tif,9c23665c9bd8e6c8
train,CellWall,CellWall/mkb7_016_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_016_Cell_Wall_1.tif,8aabaaad97545155
train,CellWall,CellWall/mkb8_001_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb8_001_Cell_Wall_1.tif,d9e9641e9b25a60e
train,CellWall,CellWall/mkb8_001_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb8_001_Cell_Wall_2.tif,e3f5bce2a4ac9083
train,CellWall,CellWall/mkb8_002_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb8_002_Cell_Wall_1.tif,fb1ea0109cfe0e4b
train,CellWall,CellWall/mkb8_005_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb8_005_Cell_Wall_1.tif,fab31f0cf0fc0701
train,CellWall,CellWall/mkb8_006_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb8_006_Cell_Wall_1.tif,c7b03ce34938e8e3
train,CellWall,CellWall/mkb8_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb8_007_Cell_Wall_1.tif,d1c32f73411bb4a5
train,CellWall,CellWall/mkb8_008_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb8_008_Cell_Wall_1.tif,8cb1e63753cd1456
train,CellWall,CellWall/mkb8_008_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb8_008_Cell_Wall_2.tif,f63ff04312f007e8
train,CellWall,CellWall/mkb8_008_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb8_008_Cell_Wall_3.tif,b9a392486c4fb716
train,CellWall,CellWall/mkb8_009_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb8_009_Cell_Wall_1.tif,89f870d0ca3cddf0
train,CellWall,CellWall/mkb8_011_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb8_011_Cell_Wall_1.tif,8fdee03fb3084926
train,CellWall,CellWall/mkb8_015_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb8_015_Cell_Wall_1.tif,898b29e62aafb92a
train,CellWall,CellWall/mkb9_001_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_001_Cell_Wall_1.tif,ec0e13312fcce4d9
train,CellWall,CellWall/mkb9_001_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_001_Cell_Wall_2.tif,fca8a3caf268a932
train,CellWall,CellWall/mkb9_001_Cell_Wall_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_001_Cell_Wall_4.tif,aa47615a55a6ad47
train,CellWall,CellWall/mkb9_002_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_002_Cell_Wall_1.tif,f928b316de1ccc89
train,CellWall,CellWall/mkb9_003_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_003_Cell_Wall_1.tif,9f3a88cedab20764
train,CellWall,CellWall/mkb9_004_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_004_Cell_Wall_1.tif,a929eecb926187cc
train,CellWall,CellWall/mkb9_006_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_006_Cell_Wall_1.tif,ce81ef35c27401fa
train,CellWall,CellWall/mkb9_008_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_008_Cell_Wall_1.tif,d2cfea0dd82e7019
train,CellWall,CellWall/mkb9_009_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_009_Cell_Wall_1.tif,bf5048d8bd76454a
train,CellWall,CellWall/mkb9_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_010_Cell_Wall_1.tif,a9095690ab53feac
train,CellWall,CellWall/mkb9_011_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_011_Cell_Wall_1.tif,da7e0e35d10133cb
train,CellWall,CellWall/mkb9_012_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_012_Cell_Wall_1.tif,e58460583f7e0a9f
train,CellWall,CellWall/mkb9_012_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_012_Cell_Wall_2.tif,8c8d6dc14fcd3961
train,CellWall,CellWall/mkb9_013_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb9_013_Cell_Wall_1.tif,829d9a95a84fef60
train,CellWall,CellWall/nangua_f_003_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/nangua_f_003_Cell_Wall_1.tif,e79d1b05c13d66c8
train,CellWall,CellWall/nangua_f_004_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/nangua_f_004_Cell_Wall_1.tif,a31b87b4a04e7adc
train,CellWall,CellWall/nangua_f_004_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/nangua_f_004_Cell_Wall_2.tif,9cfe0d0ed397009e
train,CellWall,CellWall/nangua_f_008_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/nangua_f_008_Cell_Wall_1.tif,b672d365646464da
train,CellWall,CellWall/nangua_f_011_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/nangua_f_011_Cell_Wall_1.tif,f63e164fa410ec4e
train,CellWall,CellWall/qm-2_001_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm-2_001_Cell_Wall_1.tif,b61dcef31984e0f0
train,CellWall,CellWall/qm-2_001_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm-2_001_Cell_Wall_2.tif,f5455d7115d51551
train,CellWall,CellWall/qm-2_001_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm-2_001_Cell_Wall_3.tif,ceec9527b21972c1
train,CellWall,CellWall/qm-2_001_Cell_Wall_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm-2_001_Cell_Wall_4.tif,e6e21b48cf00fbc3
train,CellWall,CellWall/qm-2_001_Cell_Wall_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm-2_001_Cell_Wall_5.tif,e2717977c8e50685
train,CellWall,CellWall/qm-2_002_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm-2_002_Cell_Wall_1.tif,8699a6f8324e9cb3
train,CellWall,CellWall/qm-2_005_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm-2_005_Cell_Wall_2.tif,a53a1c4da3f279e0
train,CellWall,CellWall/qm-2_008_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm-2_008_Cell_Wall_1.tif,eded315692e91146
train,CellWall,CellWall/qm-2_013_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm-2_013_Cell_Wall_1.tif,f1b3c9c466b89847
train,CellWall,CellWall/qm-2_013_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm-2_013_Cell_Wall_2.tif,eaa5249672726b93
train,CellWall,CellWall/qm1_002_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_002_Cell_Wall_1.tif,d37a8965f00b649b
train,CellWall,CellWall/qm1_003_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_003_Cell_Wall_1.tif,a29e629658c9e5f1
train,CellWall,CellWall/qm1_004_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_004_Cell_Wall_1.tif,bb64716973328572
train,CellWall,CellWall/qm1_007_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_007_Cell_Wall_2.tif,f13b95d3d94a09a4
train,CellWall,CellWall/qm1_007_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_007_Cell_Wall_3.tif,e798315c3c524abb
train,CellWall,CellWall/qm1_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_010_Cell_Wall_1.tif,b5b393489c6cec16
train,CellWall,CellWall/qm1_010_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_010_Cell_Wall_2.tif,e724dacb151aa1e6
train,CellWall,CellWall/qm1_010_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_010_Cell_Wall_3.tif,80ffc0043fc9df32
train,CellWall,CellWall/qm1_011_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_011_Cell_Wall_1.tif,b5cd9db1e708d184
train,CellWall,CellWall/qm1_014_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_014_Cell_Wall_1.tif,ebb75b2994a05385
train,CellWall,CellWall/qm1_014_Cell_Wall_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_014_Cell_Wall_4.tif,d5ea9934c5256a5a
train,CellWall,CellWall/qm1_016_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_016_Cell_Wall_1.tif,96c9b4c2e231b799
train,CellWall,CellWall/qm1_017_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_017_Cell_Wall_1.tif,dc3e9e4d2e12592c
train,CellWall,CellWall/qm1_017_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm1_017_Cell_Wall_2.tif,91e8f84cbe413dc6
train,CellWall,CellWall/qm2_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm2_007_Cell_Wall_1.tif,e77e7044d803a6ec
train,CellWall,CellWall/qm2_008_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm2_008_Cell_Wall_1.tif,fdcb294a1a7206ba
train,CellWall,CellWall/qm2_014_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm2_014_Cell_Wall_1.tif,a391ffe0030dba5a
train,CellWall,CellWall/qm2_015_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm2_015_Cell_Wall_1.tif,f19838889dec276b
train,CellWall,CellWall/qm2_018_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/qm2_018_Cell_Wall_1.tif,853e6d4a1ed85356
train,CellWall,CellWall/sft12_009_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/sft12_009_Cell_Wall_1.tif,c06f8719ec03fd07
train,CellWall,CellWall/sft12_009_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/sft12_009_Cell_Wall_2.tif,ccf982f607fe00f0
train,CellWall,CellWall/sgz-3_001_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/sgz-3_001_Cell_Wall_1.tif,8c4c66a39f7803be
train,CellWall,CellWall/sgz-3_002_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/sgz-3_002_Cell_Wall_1.tif,db3424352d69e5e1
train,CellWall,CellWall/sgz-4_006_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/sgz-4_006_Cell_Wall_1.tif,cc4ce79259b043be
train,CellWall,CellWall/sgz-4_006_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/sgz-4_006_Cell_Wall_2.tif,92923666cc33f6cc
train,CellWall,CellWall/shd-06_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/shd-06_007_Cell_Wall_1.tif,bdf1181ac6be831a
train,CellWall,CellWall/shd-8_004_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/shd-8_004_Cell_Wall_1.tif,80bfd9ce60b3107e
train,CellWall,CellWall/shd-8_005_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/shd-8_005_Cell_Wall_1.tif,c080a17d7e9fa369
train,CellWall,CellWall/shd-8_005_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/shd-8_005_Cell_Wall_2.tif,f36262337b6a0c3c
train,CellWall,CellWall/shd2_011_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/shd2_011_Cell_Wall_1.tif,a86dc69ab286fc29
train,CellWall,CellWall/shd2_011_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/shd2_011_Cell_Wall_2.tif,b638999b47c1b1b8
train,CellWall,CellWall/shd3_004_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/shd3_004_Cell_Wall_1.tif,d9a4cef9a41b8493
train,CellWall,CellWall/shd3_011_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/shd3_011_Cell_Wall_1.tif,c676b8370a9868fc
train,CellWall,CellWall/tjq-4_006_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/tjq-4_006_Cell_Wall_1.tif,e4cd0c33ee0433ee
train,CellWall,CellWall/txy-wt_005_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/txy-wt_005_Cell_Wall_1.tif,85ca65f2f9a56861
train,CellWall,CellWall/wbb-4_014_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wbb-4_014_Cell_Wall_1.tif,a897cde0584ceeac
train,CellWall,CellWall/wht1_002_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht1_002_Cell_Wall_1.tif,eb6b8a72428cb16b
train,CellWall,CellWall/wht1_002_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht1_002_Cell_Wall_2.tif,a94eb6265b568993
train,CellWall,CellWall/wht1_004_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht1_004_Cell_Wall_1.tif,bf1ec73689e01a0d
train,CellWall,CellWall/wht1_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht1_007_Cell_Wall_1.tif,a760967ce1172a67
train,CellWall,CellWall/wht1_008_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht1_008_Cell_Wall_1.tif,a7b1d1298d4626d7
train,CellWall,CellWall/wht1_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht1_010_Cell_Wall_1.tif,953a9dcfa72342a8
train,CellWall,CellWall/wht2_002_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht2_002_Cell_Wall_2.tif,ad36b69b584dac84
train,CellWall,CellWall/wht2_006_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht2_006_Cell_Wall_1.tif,e6599396b42d694a
train,CellWall,CellWall/wht2_014_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht2_014_Cell_Wall_1.tif,e666c44d25b7d24a
train,CellWall,CellWall/wht2_015_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht2_015_Cell_Wall_1.tif,e885b552fa3f8740
train,CellWall,CellWall/wht2_017_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht2_017_Cell_Wall_1.tif,a34cd711366fc81e
train,CellWall,CellWall/wht2_019_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht2_019_Cell_Wall_1.tif,b04af6dce1390b9a
train,CellWall,CellWall/wht2_021_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/wht2_021_Cell_Wall_1.tif,bb15c062c371dcdc
train,CellWall,CellWall/xsj2_003_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/xsj2_003_Cell_Wall_1.tif,ba438fe8275cd131
train,CellWall,CellWall/xsj2_003_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/xsj2_003_Cell_Wall_2.tif,a424ec2666e7c787
train,CellWall,CellWall/xsj2_003_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/xsj2_003_Cell_Wall_3.tif,c06f99bb2c00f6d6
train,CellWall,CellWall/xsj2_005_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/xsj2_005_Cell_Wall_1.tif,e6099dc6e1bb2a1a
train,CellWall,CellWall/xsj2_005_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/xsj2_005_Cell_Wall_3.tif,b1b3c383b739219c
train,CellWall,CellWall/xsj2_005_Cell_Wall_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/xsj2_005_Cell_Wall_4.tif,a3dcc73a25a45bb0
train,CellWall,CellWall/xsj2_009_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/xsj2_009_Cell_Wall_1.tif,a3b233c40ece9cec
train,CellWall,CellWall/xsj2_009_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/xsj2_009_Cell_Wall_2.tif,f1ceb1bbc8331684
train,CellWall,CellWall/zzc3_002_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/zzc3_002_Cell_Wall_2.tif,996a74a1c84ab3f9
train,CellWall,CellWall/zzc3_002_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/zzc3_002_Cell_Wall_3.tif,9fd3604ab8835d55
train,CellWall,CellWall/zzc3_005_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/zzc3_005_Cell_Wall_1.tif,cbe076869e2cb0f2
train,CellWall,CellWall/zzc3_005_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/zzc3_005_Cell_Wall_2.tif,f8fc761883870769
train,CellWall,CellWall/zzc3_005_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/zzc3_005_Cell_Wall_3.tif,d1d6b52d0e43d274
train,CellWall,CellWall/zzc3_005_Cell_Wall_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/zzc3_005_Cell_Wall_4.tif,9c83a649f352bce1
