train_class,test_class,train_relative_path,test_relative_path,train_path,test_path,train_hash,test_hash,distance,same_class,nearest_tie_count
Golgi,Autosome,Golgi/46--6800X--0003_Golgi_2.tif,Autosome/2--30000X--0006_Autosome_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/46--6800X--0003_Golgi_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/2--30000X--0006_Autosome_4.tif,ae2fd723e14cb610,be74d22b2d4d3590,18,False,4
Golgi,Autosome,Golgi/wt--30000X--0017_Golgi_1.tif,Autosome/2--30000X--0006_Autosome_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/wt--30000X--0017_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/2--30000X--0006_Autosome_4.tif,aab452a3cd4eb8b1,be74d22b2d4d3590,18,False,4
ER,Autosome,ER/5.7w-1--30000X--0024_ER_3.tif,Autosome/2--30000X--0010_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/ER/5.7w-1--30000X--0024_ER_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/2--30000X--0010_Autosome_2.tif,da0d8e1e599a9ce8,caaf9e14038e16ee,18,False,1
Vesicles,Autosome,Vesicles/LA+1170--30000X--0013_Vesicles_1.tif,Autosome/3W-CD4-10nmGR1--30000X--0101_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/LA+1170--30000X--0013_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/3W-CD4-10nmGR1--30000X--0101_Autosome_1.tif,ef26f030c3832dce,ed92c633cb8449ce,18,False,1
Autosome,Autosome,Autosome/1-3-hkf--23000X--0016_Autosome_1.tif,Autosome/4--30000X--0021_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--23000X--0016_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/4--30000X--0021_Autosome_1.tif,beb5d5008e07d98d,bff005b0ac07ce0f,18,True,3
ER,Autosome,ER/58-WT--18500X--0064_ER_1.tif,Autosome/4--30000X--0021_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/ER/58-WT--18500X--0064_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/4--30000X--0021_Autosome_1.tif,bd61bc302daf8607,bff005b0ac07ce0f,18,False,3
Golgi,Autosome,Golgi/1-2-hsfnc_lJ--6800X--0001_Golgi_1.tif,Autosome/4--30000X--0021_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/1-2-hsfnc_lJ--6800X--0001_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/4--30000X--0021_Autosome_1.tif,af608da18fb6c48b,bff005b0ac07ce0f,18,False,3
CellWall,Autosome,CellWall/HST-TREAT_007_Cell_Wall_4.tif,Autosome/5-HT1D--30000X--0011_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/HST-TREAT_007_Cell_Wall_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/5-HT1D--30000X--0011_Autosome_1.tif,e38fb267604983e6,c9d7a23d72c18327,18,False,1
ER,Autosome,ER/4--6800X--0006_ER_1.tif,Autosome/LC1-4--23000X--0011_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/ER/4--6800X--0006_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/LC1-4--23000X--0011_Autosome_1.tif,907dfd80e6b4c856,b99de524e62cc117,18,False,1
ER,Autosome,ER/3W-CD4-Ctrl3--30000X--0090_ER_1.tif,Autosome/NC--30000X--0015_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/ER/3W-CD4-Ctrl3--30000X--0090_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/NC--30000X--0015_Autosome_1.tif,cd951aeb40e0f1e9,c4941bfaf6a42969,18,False,1
Autosome,Autosome,Autosome/PS-SI--23000X--0028_Autosome_1.tif,Autosome/PG1--98000X--0016_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PS-SI--23000X--0028_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/PG1--98000X--0016_Autosome_1.tif,c134a5ca3e7a946d,e15499ce2ccbf429,18,True,1
Autosome,Autosome,Autosome/LC1-3--23000X--0011_Autosome_2.tif,Autosome/PG1--98000X--0034_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/LC1-3--23000X--0011_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/PG1--98000X--0034_Autosome_1.tif,bf62f0b6c0c251cb,bf68eebcc0c32906,18,True,2
CellWall,Autosome,CellWall/3-llq_013_Cell_Wall_1.tif,Autosome/PG1--98000X--0034_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/3-llq_013_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/PG1--98000X--0034_Autosome_1.tif,b5ca6abc80157967,bf68eebcc0c32906,18,False,2
Chloroplast,Autosome,Chloroplast/4gill_006_Chloroplast_1.tif,Autosome/PG1--98000X--0036_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/4gill_006_Chloroplast_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/PG1--98000X--0036_Autosome_1.tif,bef09007da9fc898,eff392c41a93c816,18,False,2
Nucleus,Autosome,Nucleus/wt-6--13000X--0089_Nucleus_1.tif,Autosome/PG1--98000X--0036_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/wt-6--13000X--0089_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/PG1--98000X--0036_Autosome_1.tif,fff9628217138c0e,eff392c41a93c816,18,False,2
Autosome,Autosome,Autosome/2--30000X--0006_Autosome_1.tif,Autosome/PG2--98000X--0015_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/2--30000X--0006_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/PG2--98000X--0015_Autosome_1.tif,bf4ac42a8f366e12,ac57902acd376695,18,True,3
Autosome,Autosome,Autosome/PW10--30000X--0075_Autosome_1.tif,Autosome/PG2--98000X--0015_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PW10--30000X--0075_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/PG2--98000X--0015_Autosome_1.tif,af92902b8d345ef2,ac57902acd376695,18,True,3
Golgi,Autosome,Golgi/47--9300X--0001_Golgi_1.tif,Autosome/PG2--98000X--0015_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/47--9300X--0001_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/PG2--98000X--0015_Autosome_1.tif,a5479f78842b6a95,ac57902acd376695,18,False,3
CellWall,Autosome,CellWall/15-1_006_Cell_Wall_1.tif,Autosome/PV--30000X--0094_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/15-1_006_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/PV--30000X--0094_Autosome_2.tif,f3315890bcab7255,f964d499b4b37290,18,False,4
Chloroplast,Autosome,Chloroplast/6gill_002_Chloroplast_4.tif,Autosome/PV--30000X--0094_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/6gill_002_Chloroplast_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/PV--30000X--0094_Autosome_2.tif,ea71c197b4ab2394,f964d499b4b37290,18,False,4
Golgi,Autosome,Golgi/#4-CHMP4B-MYH6-CKO--9300X--0052_Golgi_1.tif,Autosome/PV--30000X--0094_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/#4-CHMP4B-MYH6-CKO--9300X--0052_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/PV--30000X--0094_Autosome_2.tif,bb148290f4b35e97,f964d499b4b37290,18,False,4
Nucleus,Autosome,Nucleus/wt-7--6800X--0006_Nucleus_1.tif,Autosome/PV--30000X--0094_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/wt-7--6800X--0006_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/PV--30000X--0094_Autosome_2.tif,bb61d48dda963096,f964d499b4b37290,18,False,4
Autosome,Autosome,Autosome/RKO-SEP-0--30000X--0012_Autosome_1.tif,Autosome/SH1--18500X--0031_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/RKO-SEP-0--30000X--0012_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/SH1--18500X--0031_Autosome_1.tif,f09ac3341b5527ce,f18d835d1b812bc7,18,True,4
CellWall,Autosome,CellWall/5gill_006_Cell_Wall_2.tif,Autosome/SH1--18500X--0031_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/5gill_006_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/SH1--18500X--0031_Autosome_1.tif,a48d1b4f1f0f0b0f,f18d835d1b812bc7,18,False,4
CellWall,Autosome,CellWall/lyn5_001_Cell_Wall_2.tif,Autosome/SH1--18500X--0031_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/lyn5_001_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/SH1--18500X--0031_Autosome_1.tif,e9a4c93d03d83b47,f18d835d1b812bc7,18,False,4
Mito,Autosome,Mito/wt-8--13000X--0035_Mito_3.tif,Autosome/SH1--18500X--0031_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/wt-8--13000X--0035_Mito_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/Autosome/SH1--18500X--0031_Autosome_1.tif,a88f96fc50a12b4f,f18d835d1b812bc7,18,False,4
Autosome,CellWall,Autosome/PG1--98000X--0033_Autosome_1.tif,CellWall/1-1-llq_008_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0033_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/1-1-llq_008_Cell_Wall_2.tif,ba0fa4b0d75adb80,f82fb526d6780b50,18,False,3
Chloroplast,CellWall,Chloroplast/2.1_006_Chloroplast_2.tif,CellWall/1-1-llq_008_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/2.1_006_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/1-1-llq_008_Cell_Wall_2.tif,ab249537e6b91b12,f82fb526d6780b50,18,False,3
Mito,CellWall,Mito/wt-8--13000X--0037_Mito_1.tif,CellWall/1-1-llq_008_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/wt-8--13000X--0037_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/1-1-llq_008_Cell_Wall_2.tif,e05f150ede118f56,f82fb526d6780b50,18,False,3
Autosome,CellWall,Autosome/1-3-hkf--23000X--0016_Autosome_3.tif,CellWall/1-1-llq_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--23000X--0016_Autosome_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/1-1-llq_010_Cell_Wall_1.tif,b532918b87ce8d2d,bd63b191538e899c,18,False,4
CellWall,CellWall,CellWall/19-1_001_Cell_Wall_2.tif,CellWall/1-1-llq_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/19-1_001_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/1-1-llq_010_Cell_Wall_1.tif,ad63359546b25aac,bd63b191538e899c,18,True,4
Chloroplast,CellWall,Chloroplast/LNNA_006_Chloroplast_3.tif,CellWall/1-1-llq_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/LNNA_006_Chloroplast_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/1-1-llq_010_Cell_Wall_1.tif,bf6a9195605c873c,bd63b191538e899c,18,False,4
Mito,CellWall,Mito/R3--49000X--0024_Mito_2.tif,CellWall/1-1-llq_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/R3--49000X--0024_Mito_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/1-1-llq_010_Cell_Wall_1.tif,ab01b5c1d29da9b9,bd63b191538e899c,18,False,4
CellWall,CellWall,CellWall/lyn5_008_Cell_Wall_1.tif,CellWall/1.1_001_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/lyn5_008_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/1.1_001_Cell_Wall_1.tif,b3b3c92c7201dee8,931549ec7ac9c27a,18,True,3
CellWall,CellWall,CellWall/lyn6_008_Cell_Wall_1.tif,CellWall/1.1_001_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/lyn6_008_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/1.1_001_Cell_Wall_1.tif,f30469e5a9c7c83a,931549ec7ac9c27a,18,True,3
Golgi,CellWall,Golgi/6W-CD4-Ctrl2--30000X--0147_Golgi_1.tif,CellWall/1.1_001_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/6W-CD4-Ctrl2--30000X--0147_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/1.1_001_Cell_Wall_1.tif,a11448ecfaf8ae96,931549ec7ac9c27a,18,False,3
ER,CellWall,ER/2--30000X--0015_ER_3.tif,CellWall/12-1-1_004_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/ER/2--30000X--0015_ER_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/12-1-1_004_Cell_Wall_1.tif,ef1988f29e14ccd4,ce1b39e2a71c6cb0,18,False,2
Vesicles,CellWall,Vesicles/wt-6--6800X--0052_Vesicles_4.tif,CellWall/12-1-1_004_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/wt-6--6800X--0052_Vesicles_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/12-1-1_004_Cell_Wall_1.tif,8e5a25ce8e144cf7,ce1b39e2a71c6cb0,18,False,2
Vesicles,CellWall,Vesicles/1-3-hkf--6800X--0004_Vesicles_3.tif,CellWall/14-1_001_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/1-3-hkf--6800X--0004_Vesicles_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/14-1_001_Cell_Wall_2.tif,8a8a3d68d764ce36,82cb7f2895c36a3c,18,False,2
Vesicles,CellWall,Vesicles/LA+1170--6800X--0007_Vesicles_4.tif,CellWall/14-1_001_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/LA+1170--6800X--0007_Vesicles_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/14-1_001_Cell_Wall_2.tif,cf4f722093d32acc,82cb7f2895c36a3c,18,False,2
Vesicles,CellWall,Vesicles/wt-6--6800X--0052_Vesicles_4.tif,CellWall/14-1_009_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/wt-6--6800X--0052_Vesicles_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/14-1_009_Cell_Wall_1.tif,8e5a25ce8e144cf7,925aed56aa14ee85,18,False,1
Mito,CellWall,Mito/ZONG_S2_5.27--23000X--0021_Mito_1.tif,CellWall/15-1_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/ZONG_S2_5.27--23000X--0021_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/15-1_007_Cell_Wall_1.tif,86037c3e34abd333,8e4caca636baf113,18,False,2
Nucleus,CellWall,Nucleus/wt3--6800X--0001_Nucleus_2.tif,CellWall/15-1_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/wt3--6800X--0001_Nucleus_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/15-1_007_Cell_Wall_1.tif,aa56aaeab53aa183,8e4caca636baf113,18,False,2
Vesicles,CellWall,Vesicles/3--6800X--0007_Vesicles_2.tif,CellWall/17-1_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/3--6800X--0007_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/17-1_010_Cell_Wall_1.tif,da31606b57ad9750,8b316658f384b756,18,False,1
CellWall,CellWall,CellWall/17-1_011_Cell_Wall_1.tif,CellWall/17-1_013_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/17-1_011_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/17-1_013_Cell_Wall_1.tif,993634b664eda82d,9933b025eccd9966,18,True,1
Vesicles,CellWall,Vesicles/WT2--30000X--0024_Vesicles_1.tif,CellWall/19-1_008_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/WT2--30000X--0024_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/19-1_008_Cell_Wall_3.tif,d9ad6676eb22888c,90ed4c17ef0be09c,18,False,1
Autosome,CellWall,Autosome/PG1--98000X--0018_Autosome_1.tif,CellWall/2.1_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0018_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/2.1_010_Cell_Wall_1.tif,e19e98613de732c4,e4e499632c733754,18,False,2
Golgi,CellWall,Golgi/kw10-4--6800X--0040_Golgi_1.tif,CellWall/2.1_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/kw10-4--6800X--0040_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/2.1_010_Cell_Wall_1.tif,e4a782a3bc5abd50,e4e499632c733754,18,False,2
Nucleus,CellWall,Nucleus/kw10-2--6800X--0019_Nucleus_1.tif,CellWall/2gill_007_Cell_Wall_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/kw10-2--6800X--0019_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/2gill_007_Cell_Wall_4.tif,c71b796592b6483a,e7b959ac52ad5032,18,False,1
CellWall,CellWall,CellWall/mkb7_012_Cell_Wall_1.tif,CellWall/3-llq_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/mkb7_012_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/3-llq_007_Cell_Wall_1.tif,c919bc07c6765333,991d8cbcf616521b,18,True,1
ER,CellWall,ER/2+--6800X--0006_ER_4.tif,CellWall/3-llq_008_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/ER/2+--6800X--0006_ER_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/3-llq_008_Cell_Wall_1.tif,d75e5052da51d954,805e50535f5b4b5b,18,False,1
CellWall,CellWall,CellWall/HST-CK_007_Cell_Wall_1.tif,CellWall/5drp1a-_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/HST-CK_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/5drp1a-_007_Cell_Wall_1.tif,87b0f63f4b54290b,a278d6b7c8d4850f,18,True,2
Chloroplast,CellWall,Chloroplast/zb1_004_Chloroplast_2.tif,CellWall/5drp1a-_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Chloroplast/zb1_004_Chloroplast_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/5drp1a-_007_Cell_Wall_1.tif,aa5a9235bfb48427,a278d6b7c8d4850f,18,False,2
Vesicles,CellWall,Vesicles/1--30000X--0007_Vesicles_5.tif,CellWall/HST-CK_007_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/1--30000X--0007_Vesicles_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/HST-CK_007_Cell_Wall_2.tif,8fc170a2cbdb6c2c,aed95628edd20d2c,18,False,2
Vesicles,CellWall,Vesicles/gfp-bsa--30000X--0035_Vesicles_1.tif,CellWall/HST-CK_007_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/gfp-bsa--30000X--0035_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/HST-CK_007_Cell_Wall_2.tif,8f9d7434cb970d88,aed95628edd20d2c,18,False,2
CellWall,CellWall,CellWall/zzc4_012_Cell_Wall_3.tif,CellWall/HST-CK_010_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/zzc4_012_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/HST-CK_010_Cell_Wall_1.tif,a5a93b6bc2a85e4a,a1296f6a4a1f5ad2,18,True,1
Golgi,CellWall,Golgi/6W-10nm_GR-2--13000X--0006_Golgi_1.tif,CellWall/HST-TREAT_005_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Golgi/6W-10nm_GR-2--13000X--0006_Golgi_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/HST-TREAT_005_Cell_Wall_3.tif,b45f0b2daf021f4a,96db260baf331d06,18,False,2
Vesicles,CellWall,Vesicles/LA--30000X--0022_Vesicles_1.tif,CellWall/HST-TREAT_005_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/LA--30000X--0022_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/HST-TREAT_005_Cell_Wall_3.tif,bf5bc3098f341436,96db260baf331d06,18,False,2
Autosome,CellWall,Autosome/1-3-hkf--23000X--0015_Autosome_1.tif,CellWall/HST-TREAT_010_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--23000X--0015_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/HST-TREAT_010_Cell_Wall_3.tif,ad7cd2638bcd9c02,ec6cae66abc9c052,18,False,1
Vesicles,CellWall,Vesicles/169--6800X--0010_Vesicles_1.tif,CellWall/HST-TREAT_015_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/169--6800X--0010_Vesicles_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/HST-TREAT_015_Cell_Wall_3.tif,c37c7c83130f8f2c,c16dbf82905bcd0e,18,False,2
Vesicles,CellWall,Vesicles/2+--6800X--0011_Vesicles_2.tif,CellWall/HST-TREAT_015_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/2+--6800X--0011_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/HST-TREAT_015_Cell_Wall_3.tif,c827369ad0c9cf6a,c16dbf82905bcd0e,18,False,2
Nucleus,CellWall,Nucleus/RKO-SEP-0--6800X--0004_Nucleus_1.tif,CellWall/club2_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Nucleus/RKO-SEP-0--6800X--0004_Nucleus_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/club2_007_Cell_Wall_1.tif,ce6f6aaca328b541,cc132a24936bb5f9,18,False,2
Vesicles,CellWall,Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_2.tif,CellWall/club2_007_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Vesicles/1-2-hsfnc_lJ--6800X--0013_Vesicles_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/club2_007_Cell_Wall_1.tif,8f902235d2cb3cdb,cc132a24936bb5f9,18,False,2
CellWall,CellWall,CellWall/HST-CK_007_Cell_Wall_3.tif,CellWall/essam21_003_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/HST-CK_007_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/essam21_003_Cell_Wall_1.tif,c6e327936b38c472,e763a59a70125c73,18,True,1
CellWall,CellWall,CellWall/lyn14_009_Cell_Wall_1.tif,CellWall/essam21_003_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/lyn14_009_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/essam21_003_Cell_Wall_2.tif,e5268f8693989ada,e7878742d09caa73,18,True,2
Mito,CellWall,Mito/wt-7--13000X--0139_Mito_1.tif,CellWall/essam21_003_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Mito/wt-7--13000X--0139_Mito_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/essam21_003_Cell_Wall_2.tif,b22b9956d13c8a73,e7878742d09caa73,18,False,2
CellWall,CellWall,CellWall/5gill_005_Cell_Wall_2.tif,CellWall/lyn10_009_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/5gill_005_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/lyn10_009_Cell_Wall_1.tif,97aa54af0751a857,9fa3502fe4d0e1c6,18,True,1
CellWall,CellWall,CellWall/3gill_001_Cell_Wall_1.tif,CellWall/lyn11_001_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/3gill_001_Cell_Wall_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/lyn11_001_Cell_Wall_1.tif,84e0c0c9783f9fcd,85fe80037438bbcf,18,True,1
ER,CellWall,ER/52-WT--18500X--0107_ER_1.tif,CellWall/lyn11_001_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/ER/52-WT--18500X--0107_ER_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/lyn11_001_Cell_Wall_3.tif,e2764b0782e955e6,a676416d94f921f2,18,False,1
CellWall,CellWall,CellWall/lyn8_004_Cell_Wall_3.tif,CellWall/lyn13_001_Cell_Wall_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/CellWall/lyn8_004_Cell_Wall_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/test/CellWall/lyn13_001_Cell_Wall_2.tif,a5ccf336c9330ec1,a588e6f65d0616d9,18,True,2
